id	prediction
14351	历害帅哥真有创意唱歌非常完美
14352	李黄瓜。狗到哪都是舔
14370	李宁的鞋快买不起了
14382	李信:“我就是太阳”
14390	龙虾看到没
14392	隆胸，人芭比Q了几百年后，胸都在
14394	龙的题材值三千
14406	漏胸了
14414	罗罗诺亚·索隆是要成为世界第一剑的，谈恋爱耽误练剑
14417	罗门收拾了那叼毛这几根骨头都是你的
14418	洛杉矶只有一个皇冠，永远的王。
14427	罗永浩：她在我们公司买了一个锤子，微信付款的时候她夹的我！
14428	撸啊撸奶牛？
14433	路中间埋炸弹啊
14441	麻B！海牙国际法庭应该审判这些利用平民做盾牌的人！但是审判长是米国人
14443	买菜，吃过饭骑车跳舞去活动活动筋骨
14460	买毛线，高层多年以后都是平民窟。
14462	买苹果手机的那些锤子你们为美国人出了多少子弹和导弹
14469	买小车呼，都没见找过我那穷人了
14470	买小米手机的好处，就是年年都能换新手机！
14476	蛇出洞想干什么
14478	满分10的话，我给满分
14490	猫都知道出去找小母猫玩，你呢？
14502	毛线可以靠吗？臭丫头，又想套路我
14507	俄罗斯挺住啊乌拉
14508	俄罗斯必胜北约美国去死
14516	俄罗斯咬死它的！
14534	猫也太不地道了，把它逼到绝处了。
14537	猫，每天打开第一个都是你，为啥！
14538	猫，我的大刀早已饥饿难耐！
14551	俄罗斯加油，可别怂
14567	妈个大男人的～我
14568	马哥下次裤子也别穿了
14580	妈妈假的吧友们有没有培训高徐州口香糖深V5角度地
14588	马斯克的卫星链正在为乌克兰提供服务
14589	马桶刷？
14604	蚂蚁伸腿绊大象
14610	没办法，枪顶脑门上了！
14619	每次看到跪鬼都要射出来
14620	每次看到这里都会哭。
14625	没错啊，还得让俄熊陪赏损失
14638	美帝：“狗太多，骨头带少了”
14639	美帝：“狗子太多，骨头带少了”
14649	玫瑰大气，迷人
14657	美国北约是魔鬼乌克兰政权是蠢才，俄罗斯加油
14697	美国是真的恶心，还有他的狗盟友欧洲北约
14701	美国洗衣粉魔鬼世界看得清楚
14704	美国一起也把欧洲也收拾了，没了俄罗斯的能源，欧洲继续做美国狗。
14716	美国：养狗千日用狗此时！给它根骨头！
14717	美国：朝鲜这个刺猬，我要从哪下口
14718	美股是干杯泡沫太多，A股是酒浓缩精华。
14726	美姐相机里的都是靓女，太帅气了
14732	美军都是讲究人，一边嚼着口香糖一边向伊拉克娶媳妇的村民机枪扫射气愤，然后说他们是恐怖分子
14743	没帽子。好好看看地图
14749	妹妹会跳舞呀
14752	妹妹晚上好 好久不见
14753	妹妹晚上好 谢谢你的关注
14758	沒没有哭的家伙
14760	妹妹早上好跳的非常完美支持
14765	妹妹真可爱晚上好，你真美！
14795	美亲姐姐开心晚上唱的太棒了
14798	美亲亲，跳的真美
14800	美亲晚安感谢美评周末快乐
14802	美亲晚上好 谢谢关注！
14807	美亲早上你也拍一个
14812	没去跳舞啊？
14815	没人用枪逼你干
14817	没人心的市政
